"","unlist(as_list(l))"
"1012","http://turystyka.interia.pl/id/prawo/polska/odys/www/prawo/polska/odys"
"1013","http://rozrywka.interia.pl/id/wywiady/www/wywiady/wywiad&idw=69"
"1014","http://rozrywka.interia.pl/id/crans/index"
"1015","http://komputery.interia.pl/id/gt/www/gt1"
"1016","http://komputery.interia.pl/id/pr/wi/www/wart&artid=14318"
"1017","http://pogoda.interia.pl"
"1018","http://rozrywka.interia.pl/id/muzyka/aktualnosci/www/muzyka/muzyka&S=smuzyka"
"1019","http://rozrywka.interia.pl/id/film/wydarzenia/www/film/film&S=sfilm"
"1020","http://wiadomosci.interia.pl/id/sport/wiadomosci"
"1021","http://rozrywka.interia.pl/id/biorytm/www/biorytm/biorytm"
"1022","http://rozrywka.interia.pl/id/horoskop/www/horoskop/horoskop_main"
"1023","http://www.poczta.fm/kartkifm/"
"1024","http://turystyka.interia.pl/id/bazy/bot1"
"1025","http://komputery.interia.pl/id/tel/tel_akt/www/akt1"
"1026","http://motoryzacja.interia.pl/id/motoporadnik"
"1027","http://biznes.interia.pl/pieniadz/waluty/kantory.html"
"1028","http://www.interia.pl/wap/"
"1029","http://tv.interia.pl"
"1030","http://www.interia.pl/onas/?txt=info"
"1031","http://www.interia.pl/onas/?txt=kontakt"
"1032","http://www.interia.pl/onas/?txt=reklama"
"1033","http://www.interia.pl/onas/?txt=prasa"
"1034","http://www.interia.pl/onas/?txt=praca"
"1035","http://www.interia.pl/onas/?txt=prawa"
"1036","http://tv.interia.pl"
"1037","http://www.interia.pl/onas/?txt=opinie"
"1038","http://ad.interia.pl/go/?id=93&str=9&msc=1&podstr=main&go=http://www.kobieta.interia.pl"
"1039","http://pogoda.interia.pl"
"1040","http://www.poczta.fm/kartkifm/"
"1041","http://wiadomosci.interia.pl"
"1042","http://biznes.interia.pl"
"1043","http://motoryzacja.interia.pl"
"1044","http://kobieta.interia.pl"
"1045","http://komputery.interia.pl"
"1046","http://gry.interia.pl"
"1047","http://turystyka.interia.pl"
"1048","http://rozrywka.interia.pl"
"1049","http://katalog.interia.pl"
"1050","/l/z"
"1051","pomoc2.html"
"1052","index.html"
"1053","kategorie.html?kl=24"
"1054","tresc.html?kk=1260&kl=24"
"1055","tresc.html?kk=1262&kl=24"
"1056","tresc.html?kk=1261&kl=24"
"1057","tresc.html?kk=1263&kl=24"
"1058","http://1001orgazmow.prv.pl/"
"1059","http://25dziewczyn.prv.pl/"
"1060","http://www.promail.pl/~teengay/"
"1061","http://chat.virtual.pl/"
"1062","http://www.adultcavern.of.pl/"
"1063","http://www.towarzyskie.com.pl/campari/"
"1064","http://www.agencje.waw.pl/"
"1065","http://www.towarzyskie.com.pl/"
"1066","http://republika.pl/aisza6/"
"1067","http://friko4.onet.pl/pl/modellki/"
"1068","url.html?kl=24&kp=765&kk=765&nr_paczki=2&nr_strony=0"
"1069","url.html?kl=24&kp=765&kk=765&nr_paczki=3&nr_strony=0"
"1070","url.html?kl=24&kp=765&kk=765&nr_paczki=4&nr_strony=0"
"1071","url.html?kl=24&kp=765&kk=765&nr_paczki=5&nr_strony=0"
"1072","url.html?kl=24&kp=765&kk=765&nr_paczki=6&nr_strony=0"
"1073","url.html?kl=24&kp=765&kk=765&nr_paczki=7&nr_strony=0"
"1074","url.html?kl=24&kp=765&kk=765&nr_paczki=8&nr_strony=0"
"1075","url.html?kl=24&kp=765&kk=765&nr_paczki=9&nr_strony=0"
"1076","url.html?kl=24&kp=765&kk=765&nr_paczki=10&nr_strony=0"
"1077","url.html?kl=24&kp=765&kk=765&nr_paczki=11&nr_strony=0"
"1078","url.html?kl=24&kp=765&kk=765&nr_paczki=12&nr_strony=0"
"1079","url.html?kl=24&kp=765&kk=765&nr_paczki=13&nr_strony=0"
"1080","url.html?kl=24&kp=765&kk=765&nr_paczki=14&nr_strony=0"
"1081","url.html?kl=24&kp=765&kk=765&nr_paczki=15&nr_strony=0"
"1082","http://biznes.interia.pl/main/info.html?nid=6345"
"1083","http://biznes.interia.pl/main/info.html?nid=6331"
"1084","http://motoryzacja.interia.pl/id/targi/bangkok"
"1085","http://motoryzacja.interia.pl/id/motorelacje/coza/verso"
"1086","http://kobieta.interia.pl/id/chwila/chinski"
"1087","http://kobieta.interia.pl/id/dom/mieszkanie"
"1088","http://gry.interia.pl/id/recenzje&tx=42&co_szukac="
"1089","http://gry.interia.pl/id/opisy&tx=2&co_szukac="
"1090","http://turystyka.interia.pl/id/powietrze/balony/wiadomosci/www/powietrze/balony/wiadomosci"
"1091","http://turystyka.interia.pl/id/prawo/polska/odys/www/prawo/polska/odys"
"1092","http://rozrywka.interia.pl/id/wywiady/www/wywiady/wywiad&idw=69"
"1093","http://rozrywka.interia.pl/id/crans/index"
"1094","http://komputery.interia.pl/id/gt/www/gt1"
"1095","http://komputery.interia.pl/id/pr/wi/www/wart&artid=14318"
"1096","http://pogoda.interia.pl"
"1097","http://rozrywka.interia.pl/id/muzyka/aktualnosci/www/muzyka/muzyka&S=smuzyka"
"1098","http://rozrywka.interia.pl/id/film/wydarzenia/www/film/film&S=sfilm"
"1099","http://wiadomosci.interia.pl/id/sport/wiadomosci"
"1100","http://rozrywka.interia.pl/id/biorytm/www/biorytm/biorytm"
"1101","http://rozrywka.interia.pl/id/horoskop/www/horoskop/horoskop_main"
"1102","http://www.poczta.fm/kartkifm/"
"1103","http://turystyka.interia.pl/id/bazy/bot1"
"1104","http://komputery.interia.pl/id/tel/tel_akt/www/akt1"
"1105","http://motoryzacja.interia.pl/id/motoporadnik"
"1106","http://biznes.interia.pl/pieniadz/waluty/kantory.html"
"1107","http://www.interia.pl/wap/"
"1108","http://tv.interia.pl"
"1109","http://www.interia.pl/onas/?txt=info"
"1110","http://www.interia.pl/onas/?txt=kontakt"
"1111","http://www.interia.pl/onas/?txt=reklama"
"1112","http://www.interia.pl/onas/?txt=prasa"
"1113","http://www.interia.pl/onas/?txt=praca"
"1114","http://www.interia.pl/onas/?txt=prawa"
"1115","http://tv.interia.pl"
"1116","http://www.interia.pl/onas/?txt=opinie"
"1117","http://ad.interia.pl/go/?id=93&str=9&msc=1&podstr=main&go=http://www.kobieta.interia.pl"
"1118","http://pogoda.interia.pl"
"1119","http://www.poczta.fm/kartkifm/"
"1120","http://wiadomosci.interia.pl"
"1121","http://biznes.interia.pl"
"1122","http://motoryzacja.interia.pl"
"1123","http://kobieta.interia.pl"
"1124","http://komputery.interia.pl"
"1125","http://gry.interia.pl"
"1126","http://turystyka.interia.pl"
"1127","http://rozrywka.interia.pl"
"1128","http://katalog.interia.pl"
"1129","/l/z"
"1130","pomoc2.html"
"1131","index.html"
"1132","kategorie.html?kl=24"
"1133","http://rozrywka.interia.pl/"
"1134","http://www.plener.w.pl/"
"1135","http://www.vinyl.topnet.pl/"
"1136","http://www.impre-art.com.pl/obuw.htm"
"1137","http://www.noweraki.com.pl/"
"1138","http://www.amuz.gda.pl/"
"1139","http://www.amc.pl/"
"1140","http://www.cuprum.com.pl/arkatech/"
"1141","http://www.cuprum.com.pl/arkatech/html/oferta.html"
"1142","http://www.cyf-kr.edu.pl/~zbcholon/muzcen/audioart.html"
"1143","url.html?kl=24&kp=766&kk=766&nr_paczki=2&nr_strony=0"
"1144","url.html?kl=24&kp=766&kk=766&nr_paczki=3&nr_strony=0"
"1145","url.html?kl=24&kp=766&kk=766&nr_paczki=4&nr_strony=0"
"1146","url.html?kl=24&kp=766&kk=766&nr_paczki=5&nr_strony=0"
"1147","url.html?kl=24&kp=766&kk=766&nr_paczki=6&nr_strony=0"
"1148","url.html?kl=24&kp=766&kk=766&nr_paczki=7&nr_strony=0"
"1149","url.html?kl=24&kp=766&kk=766&nr_paczki=8&nr_strony=0"
"1150","url.html?kl=24&kp=766&kk=766&nr_paczki=9&nr_strony=0"
"1151","url.html?kl=24&kp=766&kk=766&nr_paczki=10&nr_strony=0"
"1152","url.html?kl=24&kp=766&kk=766&nr_paczki=11&nr_strony=0"
"1153","url.html?kl=24&kp=766&kk=766&nr_paczki=12&nr_strony=0"
"1154","url.html?kl=24&kp=766&kk=766&nr_paczki=13&nr_strony=0"
"1155","http://biznes.interia.pl/main/info.html?nid=6345"
"1156","http://biznes.interia.pl/main/info.html?nid=6331"
"1157","http://motoryzacja.interia.pl/id/targi/bangkok"
"1158","http://motoryzacja.interia.pl/id/motorelacje/coza/verso"
"1159","http://kobieta.interia.pl/id/chwila/chinski"
"1160","http://kobieta.interia.pl/id/dom/mieszkanie"
"1161","http://gry.interia.pl/id/recenzje&tx=42&co_szukac="
"1162","http://gry.interia.pl/id/opisy&tx=2&co_szukac="
"1163","http://turystyka.interia.pl/id/powietrze/balony/wiadomosci/www/powietrze/balony/wiadomosci"
"1164","http://turystyka.interia.pl/id/prawo/polska/odys/www/prawo/polska/odys"
"1165","http://rozrywka.interia.pl/id/wywiady/www/wywiady/wywiad&idw=69"
"1166","http://rozrywka.interia.pl/id/crans/index"
"1167","http://komputery.interia.pl/id/gt/www/gt1"
"1168","http://komputery.interia.pl/id/pr/wi/www/wart&artid=14318"
"1169","http://pogoda.interia.pl"
"1170","http://rozrywka.interia.pl/id/muzyka/aktualnosci/www/muzyka/muzyka&S=smuzyka"
"1171","http://rozrywka.interia.pl/id/film/wydarzenia/www/film/film&S=sfilm"
"1172","http://wiadomosci.interia.pl/id/sport/wiadomosci"
"1173","http://rozrywka.interia.pl/id/biorytm/www/biorytm/biorytm"
"1174","http://rozrywka.interia.pl/id/horoskop/www/horoskop/horoskop_main"
"1175","http://www.poczta.fm/kartkifm/"
"1176","http://turystyka.interia.pl/id/bazy/bot1"
"1177","http://komputery.interia.pl/id/tel/tel_akt/www/akt1"
"1178","http://motoryzacja.interia.pl/id/motoporadnik"
"1179","http://biznes.interia.pl/pieniadz/waluty/kantory.html"
"1180","http://www.interia.pl/wap/"
"1181","http://tv.interia.pl"
"1182","http://www.interia.pl/onas/?txt=info"
"1183","http://www.interia.pl/onas/?txt=kontakt"
"1184","http://www.interia.pl/onas/?txt=reklama"
"1185","http://www.interia.pl/onas/?txt=prasa"
"1186","http://www.interia.pl/onas/?txt=praca"
"1187","http://www.interia.pl/onas/?txt=prawa"
"1188","http://tv.interia.pl"
"1189","http://www.interia.pl/onas/?txt=opinie"
"1190","http://ad.interia.pl/go/?id=285&str=9&msc=1&podstr=main&go=http://www.interia.pl/dzienmatki/"
"1191","http://pogoda.interia.pl"
"1192","http://www.poczta.fm/kartkifm/"
"1193","http://wiadomosci.interia.pl"
"1194","http://biznes.interia.pl"
"1195","http://motoryzacja.interia.pl"
"1196","http://kobieta.interia.pl"
"1197","http://komputery.interia.pl"
"1198","http://gry.interia.pl"
"1199","http://turystyka.interia.pl"
"1200","http://rozrywka.interia.pl"
"1201","http://katalog.interia.pl"
"1202","/l/z"
"1203","pomoc2.html"
"1204","index.html"
"1205","kategorie.html?kl=24"
"1206","tresc.html?kk=1268&kl=24"
"1207","tresc.html?kk=1271&kl=24"
"1208","tresc.html?kk=1269&kl=24"
"1209","tresc.html?kk=1272&kl=24"
"1210","tresc.html?kk=1270&kl=24"
"1211","tresc.html?kk=1273&kl=24"
"1212","http://gry.interia.pl/"
"1213","http://komputery.interia.pl/"
"1214","http://www.zabawy.pl/"
"1215","http://www.amf.com.pl/"
"1216","http://www.balduria.prv.pl/"
"1217","http://www.niku.com.pl/"
"1218","http://www.duety.medianet.pl/"
"1219","http://www.ea.com/"
"1220","http://www.foxkids.pl/"
"1221","http://clashje.gry.pl/"
"1222","url.html?kl=24&kp=768&kk=768&nr_paczki=2&nr_strony=0"
"1223","url.html?kl=24&kp=768&kk=768&nr_paczki=3&nr_strony=0"
"1224","url.html?kl=24&kp=768&kk=768&nr_paczki=4&nr_strony=0"
"1225","http://biznes.interia.pl/main/info.html?nid=6335"
"1226","http://biznes.interia.pl/main/info.html?nid=6331"
"1227","http://motoryzacja.interia.pl/id/targi/bangkok"
"1228","http://motoryzacja.interia.pl/id/motorelacje/coza/verso"
"1229","http://kobieta.interia.pl/id/chwila/chinski"
"1230","http://kobieta.interia.pl/id/dom/mieszkanie"
"1231","http://gry.interia.pl/id/recenzje&tx=42&co_szukac="
"1232","http://gry.interia.pl/id/opisy&tx=2&co_szukac="
"1233","http://turystyka.interia.pl/id/powietrze/balony/wiadomosci/www/powietrze/balony/wiadomosci"
"1234","http://turystyka.interia.pl/id/prawo/polska/odys/www/prawo/polska/odys"
"1235","http://rozrywka.interia.pl/id/wywiady/www/wywiady/wywiad&idw=69"
"1236","http://rozrywka.interia.pl/id/crans/index"
"1237","http://komputery.interia.pl/id/gt/www/gt1"
"1238","http://komputery.interia.pl/id/pr/wi/www/wart&artid=14318"
"1239","http://pogoda.interia.pl"
"1240","http://rozrywka.interia.pl/id/muzyka/aktualnosci/www/muzyka/muzyka&S=smuzyka"
"1241","http://rozrywka.interia.pl/id/film/wydarzenia/www/film/film&S=sfilm"
"1242","http://wiadomosci.interia.pl/id/sport/wiadomosci"
"1243","http://rozrywka.interia.pl/id/biorytm/www/biorytm/biorytm"
"1244","http://rozrywka.interia.pl/id/horoskop/www/horoskop/horoskop_main"
"1245","http://www.poczta.fm/kartkifm/"
"1246","http://turystyka.interia.pl/id/bazy/bot1"
"1247","http://komputery.interia.pl/id/tel/tel_akt/www/akt1"
"1248","http://motoryzacja.interia.pl/id/motoporadnik"
"1249","http://biznes.interia.pl/pieniadz/waluty/kantory.html"
"1250","http://www.interia.pl/wap/"
"1251","http://tv.interia.pl"
"1252","http://www.interia.pl/onas/?txt=info"
"1253","http://www.interia.pl/onas/?txt=kontakt"
"1254","http://www.interia.pl/onas/?txt=reklama"
"1255","http://www.interia.pl/onas/?txt=prasa"
"1256","http://www.interia.pl/onas/?txt=praca"
"1257","http://www.interia.pl/onas/?txt=prawa"
"1258","http://tv.interia.pl"
"1259","http://www.interia.pl/onas/?txt=opinie"
"1260","http://ad.interia.pl/go/?id=121&str=9&msc=1&podstr=main&go=http://motoryzacja.interia.pl/id/g_gielda"
"1261","http://pogoda.interia.pl"
"1262","http://www.poczta.fm/kartkifm/"
"1263","http://wiadomosci.interia.pl"
"1264","http://biznes.interia.pl"
"1265","http://motoryzacja.interia.pl"
"1266","http://kobieta.interia.pl"
"1267","http://komputery.interia.pl"
"1268","http://gry.interia.pl"
"1269","http://turystyka.interia.pl"
"1270","http://rozrywka.interia.pl"
"1271","http://katalog.interia.pl"
"1272","/l/z"
"1273","pomoc2.html"
"1274","index.html"
"1275","kategorie.html?kl=24"
"1276","tresc.html?kk=1268&kl=24"
"1277","tresc.html?kk=1271&kl=24"
"1278","tresc.html?kk=1269&kl=24"
"1279","tresc.html?kk=1272&kl=24"
"1280","tresc.html?kk=1270&kl=24"
"1281","tresc.html?kk=1273&kl=24"
"1282","http://gry.interia.pl/"
"1283","http://komputery.interia.pl/"
"1284","http://www.zabawy.pl/"
"1285","http://www.amf.com.pl/"
"1286","http://www.balduria.prv.pl/"
"1287","http://www.niku.com.pl/"
"1288","http://www.duety.medianet.pl/"
"1289","http://www.ea.com/"
"1290","http://www.foxkids.pl/"
"1291","http://clashje.gry.pl/"
"1292","url.html?kl=24&kp=768&kk=768&nr_paczki=2&nr_strony=0"
"1293","url.html?kl=24&kp=768&kk=768&nr_paczki=3&nr_strony=0"
"1294","url.html?kl=24&kp=768&kk=768&nr_paczki=4&nr_strony=0"
"1295","http://biznes.interia.pl/main/info.html?nid=6345"
"1296","http://biznes.interia.pl/main/info.html?nid=6331"
"1297","http://motoryzacja.interia.pl/id/targi/bangkok"
"1298","http://motoryzacja.interia.pl/id/motorelacje/coza/verso"
"1299","http://kobieta.interia.pl/id/chwila/chinski"
"1300","http://kobieta.interia.pl/id/dom/mieszkanie"
"1301","http://gry.interia.pl/id/recenzje&tx=42&co_szukac="
"1302","http://gry.interia.pl/id/opisy&tx=2&co_szukac="
"1303","http://turystyka.interia.pl/id/powietrze/balony/wiadomosci/www/powietrze/balony/wiadomosci"
"1304","http://turystyka.interia.pl/id/prawo/polska/odys/www/prawo/polska/odys"
"1305","http://rozrywka.interia.pl/id/wywiady/www/wywiady/wywiad&idw=69"
"1306","http://rozrywka.interia.pl/id/crans/index"
"1307","http://komputery.interia.pl/id/gt/www/gt1"
"1308","http://komputery.interia.pl/id/pr/wi/www/wart&artid=14318"
"1309","http://pogoda.interia.pl"
"1310","http://rozrywka.interia.pl/id/muzyka/aktualnosci/www/muzyka/muzyka&S=smuzyka"
"1311","http://rozrywka.interia.pl/id/film/wydarzenia/www/film/film&S=sfilm"
"1312","http://wiadomosci.interia.pl/id/sport/wiadomosci"
"1313","http://rozrywka.interia.pl/id/biorytm/www/biorytm/biorytm"
"1314","http://rozrywka.interia.pl/id/horoskop/www/horoskop/horoskop_main"
"1315","http://www.poczta.fm/kartkifm/"
"1316","http://turystyka.interia.pl/id/bazy/bot1"
"1317","http://komputery.interia.pl/id/tel/tel_akt/www/akt1"
"1318","http://motoryzacja.interia.pl/id/motoporadnik"
"1319","http://biznes.interia.pl/pieniadz/waluty/kantory.html"
"1320","http://www.interia.pl/wap/"
"1321","http://tv.interia.pl"
"1322","http://www.interia.pl/onas/?txt=info"
"1323","http://www.interia.pl/onas/?txt=kontakt"
"1324","http://www.interia.pl/onas/?txt=reklama"
"1325","http://www.interia.pl/onas/?txt=prasa"
"1326","http://www.interia.pl/onas/?txt=praca"
"1327","http://www.interia.pl/onas/?txt=prawa"
"1328","http://tv.interia.pl"
"1329","http://www.interia.pl/onas/?txt=opinie"
"1330","http://ad.interia.pl/go/?id=123&str=9&msc=1&podstr=main&go=http://motoryzacja.interia.pl/id/quiz"
"1331","http://pogoda.interia.pl"
"1332","http://www.poczta.fm/kartkifm/"
"1333","http://wiadomosci.interia.pl"
"1334","http://biznes.interia.pl"
"1335","http://motoryzacja.interia.pl"
"1336","http://kobieta.interia.pl"
"1337","http://komputery.interia.pl"
"1338","http://gry.interia.pl"
"1339","http://turystyka.interia.pl"
"1340","http://rozrywka.interia.pl"
"1341","http://katalog.interia.pl"
"1342","/l/z"
"1343","pomoc2.html"
"1344","index.html"
"1345","kategorie.html?kl=28"
"1346","tresc.html?kk=1422&kl=28"
"1347","tresc.html?kk=1425&kl=28"
"1348","tresc.html?kk=1423&kl=28"
"1349","tresc.html?kk=1426&kl=28"
"1350","tresc.html?kk=1424&kl=28"
"1351","tresc.html?kk=1427&kl=28"
"1352","http://kobieta.interia.pl/"
"1353","http://www.101porad.pl/"
"1354","http://www.akwawit.com.pl/html/p_ywalnia.html"
"1355","http://www.aquapark.com.pl/"
"1356","http://www.kajaki.komp.pl/"
"1357","http://www.bieganie.com.pl/"
"1358","http://www.amg.net.pl/cnba/"
"1359","http://www.polwysep.pl/koral/"
"1360","http://www.sportprofil.pl/"
"1361","http://priv6.onet.pl/gda/taichigdynia/"
"1362","url.html?kl=28&kp=788&kk=788&nr_paczki=2&nr_strony=0"
"1363","http://biznes.interia.pl/main/info.html?nid=6335"
"1364","http://biznes.interia.pl/main/info.html?nid=6331"
"1365","http://motoryzacja.interia.pl/id/targi/bangkok"
"1366","http://motoryzacja.interia.pl/id/motorelacje/coza/verso"
"1367","http://kobieta.interia.pl/id/chwila/chinski"
"1368","http://kobieta.interia.pl/id/dom/mieszkanie"
"1369","http://gry.interia.pl/id/recenzje&tx=42&co_szukac="
"1370","http://gry.interia.pl/id/opisy&tx=2&co_szukac="
"1371","http://turystyka.interia.pl/id/powietrze/balony/wiadomosci/www/powietrze/balony/wiadomosci"
"1372","http://turystyka.interia.pl/id/prawo/polska/odys/www/prawo/polska/odys"
"1373","http://rozrywka.interia.pl/id/wywiady/www/wywiady/wywiad&idw=69"
"1374","http://rozrywka.interia.pl/id/crans/index"
"1375","http://komputery.interia.pl/id/gt/www/gt1"
"1376","http://komputery.interia.pl/id/pr/wi/www/wart&artid=14318"
"1377","http://pogoda.interia.pl"
"1378","http://rozrywka.interia.pl/id/muzyka/aktualnosci/www/muzyka/muzyka&S=smuzyka"
"1379","http://rozrywka.interia.pl/id/film/wydarzenia/www/film/film&S=sfilm"
"1380","http://wiadomosci.interia.pl/id/sport/wiadomosci"
"1381","http://rozrywka.interia.pl/id/biorytm/www/biorytm/biorytm"
"1382","http://rozrywka.interia.pl/id/horoskop/www/horoskop/horoskop_main"
"1383","http://www.poczta.fm/kartkifm/"
"1384","http://turystyka.interia.pl/id/bazy/bot1"
"1385","http://komputery.interia.pl/id/tel/tel_akt/www/akt1"
"1386","http://motoryzacja.interia.pl/id/motoporadnik"
"1387","http://biznes.interia.pl/pieniadz/waluty/kantory.html"
"1388","http://www.interia.pl/wap/"
"1389","http://tv.interia.pl"
"1390","http://www.interia.pl/onas/?txt=info"
"1391","http://www.interia.pl/onas/?txt=kontakt"
"1392","http://www.interia.pl/onas/?txt=reklama"
"1393","http://www.interia.pl/onas/?txt=prasa"
"1394","http://www.interia.pl/onas/?txt=praca"
"1395","http://www.interia.pl/onas/?txt=prawa"
"1396","http://tv.interia.pl"
"1397","http://www.interia.pl/onas/?txt=opinie"
"1398","http://ad.interia.pl/go/?id=122&str=9&msc=1&podstr=main&go=http://motoryzacja.interia.pl/id/g_gielda"
"1399","http://pogoda.interia.pl"
"1400","http://www.poczta.fm/kartkifm/"
"1401","http://wiadomosci.interia.pl"
"1402","http://biznes.interia.pl"
"1403","http://motoryzacja.interia.pl"
"1404","http://kobieta.interia.pl"
"1405","http://komputery.interia.pl"
"1406","http://gry.interia.pl"
"1407","http://turystyka.interia.pl"
"1408","http://rozrywka.interia.pl"
"1409","http://katalog.interia.pl"
"1410","/l/z"
"1411","pomoc2.html"
"1412","index.html"
"1413","kategorie.html?kl=18"
"1414","tresc.html?kk=871&kl=18"
"1415","tresc.html?kk=875&kl=18"
"1416","tresc.html?kk=872&kl=18"
"1417","tresc.html?kk=1466&kl=18"
"1418","tresc.html?kk=1486&kl=18"
"1419","tresc.html?kk=876&kl=18"
"1420","tresc.html?kk=873&kl=18"
"1421","tresc.html?kk=877&kl=18"
"1422","tresc.html?kk=874&kl=18"
"1423","tresc.html?kk=1494&kl=18"
"1424","http://biznes.interia.pl/"
"1425","http://adimex.home.pl/"
"1426","http://www.aris.com.pl/"
"1427","http://www.asg.com.pl/"
"1428","http://www.asher.waw.pl/"
"1429","http://www.bistyp-cons.com.pl/"
"1430","http://www.audytor.pl/"
"1431","http://www.bdf.com.pl/bdf/oferta.htm"
"1432","http://www.borys.com.pl/"
"1433","http://www.brecresco.com.pl/"
"1434","url.html?kl=18&kp=808&kk=808&nr_paczki=2&nr_strony=0"
"1435","url.html?kl=18&kp=808&kk=808&nr_paczki=3&nr_strony=0"
"1436","url.html?kl=18&kp=808&kk=808&nr_paczki=4&nr_strony=0"
"1437","url.html?kl=18&kp=808&kk=808&nr_paczki=5&nr_strony=0"
"1438","url.html?kl=18&kp=808&kk=808&nr_paczki=6&nr_strony=0"
"1439","http://biznes.interia.pl/main/info.html?nid=6335"
"1440","http://biznes.interia.pl/main/info.html?nid=6331"
"1441","http://motoryzacja.interia.pl/id/targi/bangkok"
"1442","http://motoryzacja.interia.pl/id/motorelacje/coza/verso"
"1443","http://kobieta.interia.pl/id/chwila/chinski"
"1444","http://kobieta.interia.pl/id/dom/mieszkanie"
"1445","http://gry.interia.pl/id/recenzje&tx=42&co_szukac="
"1446","http://gry.interia.pl/id/opisy&tx=2&co_szukac="
"1447","http://turystyka.interia.pl/id/powietrze/balony/wiadomosci/www/powietrze/balony/wiadomosci"
"1448","http://turystyka.interia.pl/id/prawo/polska/odys/www/prawo/polska/odys"
"1449","http://rozrywka.interia.pl/id/wywiady/www/wywiady/wywiad&idw=69"
"1450","http://rozrywka.interia.pl/id/crans/index"
"1451","http://komputery.interia.pl/id/gt/www/gt1"
"1452","http://komputery.interia.pl/id/pr/wi/www/wart&artid=14318"
"1453","http://pogoda.interia.pl"
"1454","http://rozrywka.interia.pl/id/muzyka/aktualnosci/www/muzyka/muzyka&S=smuzyka"
"1455","http://rozrywka.interia.pl/id/film/wydarzenia/www/film/film&S=sfilm"
"1456","http://wiadomosci.interia.pl/id/sport/wiadomosci"
"1457","http://rozrywka.interia.pl/id/biorytm/www/biorytm/biorytm"
"1458","http://rozrywka.interia.pl/id/horoskop/www/horoskop/horoskop_main"
"1459","http://www.poczta.fm/kartkifm/"
"1460","http://turystyka.interia.pl/id/bazy/bot1"
"1461","http://komputery.interia.pl/id/tel/tel_akt/www/akt1"
"1462","http://motoryzacja.interia.pl/id/motoporadnik"
"1463","http://biznes.interia.pl/pieniadz/waluty/kantory.html"
"1464","http://www.interia.pl/wap/"
"1465","http://tv.interia.pl"
"1466","http://www.interia.pl/onas/?txt=info"
"1467","http://www.interia.pl/onas/?txt=kontakt"
"1468","http://www.interia.pl/onas/?txt=reklama"
"1469","http://www.interia.pl/onas/?txt=prasa"
"1470","http://www.interia.pl/onas/?txt=praca"
"1471","http://www.interia.pl/onas/?txt=prawa"
"1472","http://tv.interia.pl"
"1473","http://www.interia.pl/onas/?txt=opinie"
"1474","http://ad.interia.pl/go/?id=121&str=9&msc=1&podstr=main&go=http://motoryzacja.interia.pl/id/g_gielda"
"1475","http://pogoda.interia.pl"
"1476","http://www.poczta.fm/kartkifm/"
"1477","http://wiadomosci.interia.pl"
"1478","http://biznes.interia.pl"
"1479","http://motoryzacja.interia.pl"
"1480","http://kobieta.interia.pl"
"1481","http://komputery.interia.pl"
"1482","http://gry.interia.pl"
"1483","http://turystyka.interia.pl"
"1484","http://rozrywka.interia.pl"
"1485","http://katalog.interia.pl"
"1486","/l/z"
"1487","pomoc2.html"
"1488","index.html"
"1489","kategorie.html?kl=18"
"1490","tresc.html?kk=976&kl=18"
"1491","tresc.html?kk=977&kl=18"
"1492","http://www.arpsa.com.pl/"
"1493","http://www.amplico.com.pl/"
"1494","http://www.plocman.pl/bgz/bgz.html"
"1495","http://www.bsk.com.pl/i"
"1496","http://www.bwrbank.com.pl/"
"1497","http://www.bph.com.pl/biuro.html"
"1498","http://www.polskyobchradca.brh.sk/"
"1499","http://www.marzec.com.pl/"
"1500","http://www.bovis.com.pl/"
"1501","http://www.bre7.com.pl/"
"1502","url.html?kl=18&kp=810&kk=810&nr_paczki=2&nr_strony=0"
"1503","url.html?kl=18&kp=810&kk=810&nr_paczki=3&nr_strony=0"
"1504","url.html?kl=18&kp=810&kk=810&nr_paczki=4&nr_strony=0"
"1505","url.html?kl=18&kp=810&kk=810&nr_paczki=5&nr_strony=0"
"1506","url.html?kl=18&kp=810&kk=810&nr_paczki=6&nr_strony=0"
"1507","url.html?kl=18&kp=810&kk=810&nr_paczki=7&nr_strony=0"
"1508","url.html?kl=18&kp=810&kk=810&nr_paczki=8&nr_strony=0"
"1509","http://biznes.interia.pl/main/info.html?nid=6345"
"1510","http://biznes.interia.pl/main/info.html?nid=6331"
"1511","http://motoryzacja.interia.pl/id/targi/bangkok"
"1512","http://motoryzacja.interia.pl/id/motorelacje/coza/verso"
"1513","http://kobieta.interia.pl/id/chwila/chinski"
"1514","http://kobieta.interia.pl/id/dom/mieszkanie"
"1515","http://gry.interia.pl/id/recenzje&tx=42&co_szukac="
"1516","http://gry.interia.pl/id/opisy&tx=2&co_szukac="
"1517","http://turystyka.interia.pl/id/powietrze/balony/wiadomosci/www/powietrze/balony/wiadomosci"
"1518","http://turystyka.interia.pl/id/prawo/polska/odys/www/prawo/polska/odys"
"1519","http://rozrywka.interia.pl/id/wywiady/www/wywiady/wywiad&idw=69"
"1520","http://rozrywka.interia.pl/id/crans/index"
"1521","http://komputery.interia.pl/id/gt/www/gt1"
"1522","http://komputery.interia.pl/id/pr/wi/www/wart&artid=14318"
"1523","http://pogoda.interia.pl"
"1524","http://rozrywka.interia.pl/id/muzyka/aktualnosci/www/muzyka/muzyka&S=smuzyka"
